"","imdb_score","director_facebook_likes","cast_total_facebook_likes","facenumber_in_poster","gross","budget"
"1409",6.8,64,23923,0,124732962,3.5e+07
"1410",6.4,338,16007,2,82300000,3.5e+07
"1411",5.7,91,5826,2,134455175,3.5e+07
"1412",7.3,17000,24006,0,79100000,3.5e+07
"1413",6.8,126,25661,2,81159365,3.5e+07
"1415",5.9,8,2689,2,67962333,3.5e+07
"1416",7.4,333,15912,0,78651430,2.7e+07
"1417",8.3,161,19129,2,64604977,3.5e+07
"1418",6.2,31,2968,3,63939454,3.5e+07
"1419",6.3,0,23504,0,63826569,3.5e+07
"1420",5.8,79,1715,0,60054449,3.5e+07
"1421",7.5,0,42918,1,26505000,1800000
"1422",6.3,763,2474,1,61280963,3.3e+07
"1423",6.4,130,29265,1,56876365,3.5e+07
"1424",7.2,130,2259,0,59699513,3.5e+07
"1426",6.9,19,4231,1,52277485,3.5e+07
"1427",6.6,87,20956,2,55802754,3.5e+07
"1428",6,89,17860,0,55291815,3.5e+07
"1429",7.5,102,19809,2,83299761,3.5e+07
"1430",7.7,0,20143,0,48169908,3.3e+07
"1431",6.2,0,1050,2,67523385,3.5e+07
"1432",5.4,12,53370,2,49474048,3.5e+07
"1433",6.6,148,2184,1,45802315,3.5e+07
"1434",5.3,42,52566,3,43792641,3.5e+07
"1435",5.6,221,13125,2,57651794,3.3e+07
"1436",5.9,30,4879,2,43894863,3e+07
"1437",7.8,179,56014,2,41954997,3.5e+07
"1439",7.4,365,3876,0,76600000,10700000
"1440",6.2,1000,41701,1,39692139,3.5e+07
"1442",6.7,487,34011,2,37553932,4e+07
"1443",5.3,16,3356,0,37481242,3.5e+07
"1444",5.9,42,2371,4,39026186,3.5e+07
"1446",4.8,19,2643,1,33422806,5e+07
"1450",6.8,117,41636,1,31598308,3.5e+07
"1451",6.8,308,966,0,37617947,3e+07
"1453",7.3,0,28027,2,33987757,2.7e+07
"1454",6.6,16000,36258,0,37304950,3.5e+07
"1455",6.2,192,3185,0,30691439,3.5e+07
"1456",5.2,48,3001,2,30307804,3.5e+07
"1457",6.2,81,4722,0,30669413,3.5e+07
"1458",6.2,40,3612,1,28687835,3.5e+07
"1459",6.6,37,5709,0,26494611,3.5e+07
"1461",6.2,0,3592,5,25266129,3.5e+07
"1462",5.1,357,2471,0,25863915,3.5e+07
"1463",6.6,16000,19689,2,25078937,3e+07
"1466",6.6,0,1394,2,24276500,3.5e+07
"1467",5.9,251,2351,0,20981633,3e+07
"1468",6.3,13,17292,1,22913677,3.5e+07
"1470",5,309,561,1,28064226,3.5e+07
"1472",7.4,161,22974,5,19389454,5.5e+07
"1473",4.5,82,3266,6,25871834,3.5e+07
"1474",6.2,90,2073,3,19692608,3.5e+07
"1475",5,0,2535,0,19294901,3.5e+07
"1476",6.5,192,24669,0,20275446,3.5e+07
"1477",5.1,98,1679,2,34507079,3.5e+07
"1479",6.2,138,28479,0,17609982,3.5e+07
"1481",3.8,16,6327,1,17596256,3.5e+07
"1484",6.2,0,32875,3,14998070,3.5e+07
"1485",5.7,468,1290,3,14587732,3.5e+07
"1486",6.7,52,1082,1,18317151,3.5e+07
"1487",6.8,529,19805,3,11405825,3.5e+07
"1488",6,10,1668,2,13264986,3.5e+07
"1490",5.5,57,1947,1,10268846,3.5e+07
"1491",6.7,0,13021,0,13303319,3.2e+07
"1493",5.7,453,1458,3,10499968,3.5e+07
"1494",5.1,241,14165,1,7659747,3.8e+07
"1495",6,189,6563,1,7948159,3.5e+07
"1496",4.2,12,5022,5,11631245,3.5e+07
"1497",7.4,0,23031,0,10137502,3.5e+07
"1498",4.6,31,1993,0,6448817,3.5e+07
"1499",6.9,0,3611,1,7458269,3.5e+07
"1501",6.9,503,4334,3,4651977,3.5e+07
"1502",8,138,3227,2,4496583,3.5e+07
"1507",6.8,0,5,0,630779,3.5e+07
"1512",6.8,47,1783,0,102413606,3.4e+07
"1513",5.4,31,1564,2,10214013,3.5e+07
"1514",7.2,17000,1068,3,32000000,3e+07
"1515",7.3,0,24640,0,10139254,3.5e+07
"1516",5.2,3,1274,0,11227940,3.4e+07
"1517",5.5,165,14978,1,183125,3.5e+07
"1519",7.1,88,3386,0,37432299,3.4e+07
"1520",5.3,7,52621,0,10654581,3.4e+07
"1521",5.6,46,1778,1,6543194,3.4e+07
"1522",5.7,125,23122,5,13101142,3.5e+07
"1525",7.6,0,14619,0,141340178,4e+07
"1526",5.5,43,5942,0,51758599,3.3e+07
"1527",5.1,67,1790,1,117559438,3e+07
"1529",4.9,21,843,0,21426805,3e+07
"1530",6.5,35,4863,0,35057332,3.3e+07
"1532",5.3,10,18688,0,28927720,3.3e+07
"1533",6.5,36,2114,1,33682273,3.3e+07
"1534",6.8,41,2859,0,4280577,1e+07
"1535",6.5,132,27759,2,17120019,3e+07
"1536",6,179,13093,3,8406264,3.8e+07
"1537",8.4,37,13649,0,309125409,32500000
"1539",7.6,335,14504,0,34180954,3.2e+07
"1541",6.9,4000,43354,1,173381405,3.3e+07
"1542",6.4,226,5975,1,104632573,3.2e+07
"1544",7,503,18734,1,60328558,3.2e+07
"1546",6.8,176,3229,6,169076745,32500000
"1547",6.7,133,38751,6,101470202,3.2e+07
"1548",6.2,9,3004,0,50041732,2.9e+07
"1549",7.2,88,36069,0,48814909,3.2e+07
"1550",6.2,34,31529,5,57744720,2e+07
"1551",5.6,16,74181,8,21784432,3.5e+07
"1552",4.4,14,3500,2,37911876,3.2e+07
"1553",7.5,0,16034,3,54696902,3.2e+07
"1554",7.1,155,2054,3,36733909,3.2e+07
"1555",6.4,541,10938,1,35063732,3.2e+07
"1558",6.9,61,1400,1,32701088,3.2e+07
"1559",7.5,0,12754,1,31493782,3.2e+07
"1563",6.8,17000,13040,0,16640210,5.5e+07
"1564",6.3,238,2925,0,13763130,3.2e+07
"1566",5.3,278,3864,3,4357000,3e+07
"1567",5.9,35,32094,4,22525921,3e+07
"1568",6.9,10,7394,0,3562749,3.2e+07
"1569",6.9,0,16878,2,2899970,3.2e+07
"1570",6.1,0,2355,2,1304837,3.2e+07
"1572",8.5,0,25313,1,78800000,31500000
"1573",6.3,8,2961,0,17797316,3.2e+07
"1574",7.3,65,2223,1,82528097,6500000
"1576",7.2,521,12518,0,87100000,3.1e+07
"1577",7.3,0,20952,0,93749203,3.1e+07
"1579",8.1,0,15082,0,59073773,2.5e+07
"1580",6.9,96,13811,1,24185781,3.1e+07
"1581",6.3,155,1440,0,53133888,3.1e+07
"1582",7.3,40,4045,0,44983704,3.1e+07
"1583",5.5,176,2097,4,118099659,1.44e+08
"1584",6.1,0,40312,4,58879132,3.1e+07
"1585",6.9,188,3439,4,72077000,30250000
"1586",7.2,252,813,0,170684505,4.5e+07
"1587",6.4,221,26760,0,163479795,34200000
"1588",6.4,6,7872,0,145096820,3e+07
"1589",8.3,487,19046,1,191796233,3e+07
"1590",7.2,101,20966,0,121248145,2.5e+07
"1591",6.8,23,18322,0,125014030,3e+07
"1592",6.5,12,17560,2,11854694,3.1e+07
"1593",7.8,132,54877,1,115648585,3e+07
"1594",7.6,323,2575,1,122012643,3e+07
"1595",7.2,304,20035,0,116631310,3e+07
"1596",6.7,43,4730,0,114324072,2e+07
"1597",6.8,188,3696,0,113502246,3.8e+07
"1598",6.3,176,2203,0,108360000,3e+07
"1599",6.2,0,13645,2,108244774,3.7e+07
"1600",6.2,37,3143,3,105444419,2.6e+07
"1601",8.6,21000,22678,0,100125340,3.3e+07
"1603",7,47,20097,0,85416609,3e+07
"1604",8,16000,1942,0,90135191,2.5e+07
"1605",8.1,16000,28830,1,100422786,3e+07
"1606",6.7,11000,24333,2,106694016,3e+07
"1607",7.9,415,34495,0,64286,2.9e+07
"1608",6.1,98,2978,1,76806312,3e+07
"1609",4.2,23,4516,2,79566871,3e+07
"1611",6.6,0,1936,1,74787599,3e+07
"1612",7.5,380,26388,2,66528842,3e+07
"1613",7.4,655,35209,0,83813460,2.5e+07
"1614",7.2,729,1556,1,65010106,3e+07
"1615",6.9,129,337,0,66359959,3.5e+07
"1616",7.4,0,37387,0,66468315,3e+07
"1617",5.4,129,2911,1,64172251,3e+07
"1619",6.3,64,19420,2,63536011,3e+07
"1620",7.2,89,16758,1,62877175,3e+07
"1622",6.9,309,2740,3,74484168,4.5e+07
"1623",6,5,6930,2,60269340,3e+07
"1624",5.9,0,2860,1,60033780,3e+07
"1625",5.4,56,13794,2,58715510,3e+07
"1626",5.9,65,1266,3,58156435,1.9e+07
"1627",6.1,56,6742,1,56044241,3.7e+07
"1630",7.6,47,43453,1,52937130,3e+07
"1631",6.1,43,19815,0,52799004,5.5e+07
"1632",5.4,0,14710,1,55210049,27800000
"1633",5.1,13,3679,7,51432423,3e+07
"1634",6.4,88,4767,5,51109400,3e+07
"1637",7.1,98,18726,1,53680848,3e+07
"1640",6.5,56,1026,1,53021560,3e+07
"1641",6.6,0,1748,2,45645204,3e+07
"1643",7.4,13000,60683,1,53337608,4e+07
"1645",7.6,777,1467,2,46875468,3e+07
"1646",7.5,845,16881,0,52418902,3e+07
"1647",6.6,0,5642,0,42057340,3e+07
"1648",7.2,43,15327,1,42478175,2.5e+07
"1649",7.6,23,9638,1,41407470,3e+07
"1650",6.2,209,4059,0,42385520,3e+07
"1651",5.6,134,1165,3,40118420,3e+07
"1652",7.6,395,8362,1,40137776,3.8e+07
"1653",6.6,171,814,0,39568996,3.2e+07
"1654",7,246,29551,0,42043633,3e+07
"1655",2.7,82,3854,0,38232624,3e+07
"1656",7.6,102,23866,1,38413606,3e+07
"1657",6.6,343,2373,1,38122105,2.7e+07
"1658",6.9,0,15308,2,38747385,2.5e+07
"1659",6.8,456,257,0,40247512,3e+07
"1661",3.7,40,2266,0,35927406,3e+07
"1662",6.1,15000,16827,0,35565975,3e+07
"1663",5.9,108,20051,1,35266619,3e+07
"1664",6.7,3,3797,0,34703228,3e+07
"1666",6.9,21,15811,1,38432823,3e+07
"1667",5.5,39,3664,0,32095318,4.5e+07
"1668",7.1,30,1594,0,31743332,3e+07
"1669",7.1,0,18469,0,32154410,3e+07
"1671",7.3,15,1002,0,26687172,3e+07
"1672",3.4,14,1653,0,26096584,1.9e+07
"1673",6.8,631,1023,1,26525834,3e+07
"1674",6.9,150,2060,0,30513940,3e+07
"1675",7,73,12785,3,23209440,3e+07
"1676",5.5,32,20772,1,24048000,3e+07
"1677",5.1,425,2737,1,22526144,3e+07
"1678",6.2,301,5697,0,30523568,3e+07
"1679",5.9,24,3892,0,23070045,3e+07
"1680",5.2,34,4369,1,20422207,3.5e+07
"1681",6.2,89,3479,2,28644770,3e+07
"1682",5.5,30,4462,1,21800302,3e+07
"1683",7.4,549,11799,0,21129348,3.5e+07
"1684",4.4,110,15271,1,18500966,3e+07
"1685",6.3,25,3148,1,19976073,2e+07
"1686",6.1,845,3072,2,18967571,3e+07
"1687",5.3,114,6152,1,17100000,2.5e+07
"1688",5.4,11,22554,1,17266505,3e+07
"1689",6.7,380,31278,0,32357532,3e+07
"1690",5.9,50,16722,1,16930884,3e+07
"1691",7.3,51,20563,4,18324242,3.5e+07
"1692",5.5,41,18085,5,16323969,4e+07
"1694",4.6,8,3000,1,16295774,3.5e+07
"1695",6.7,149,5101,0,15709385,3e+07
"1696",5.1,2,2178,0,14888028,3e+07
"1697",5.6,0,977,2,14208384,3e+07
"1698",7,118,679,0,12831121,3e+07
"1699",6.4,44,1393,1,18298649,3e+07
"1700",6.7,0,27829,0,12712093,3e+07
"1701",4.1,38,2497,3,11576087,3e+07
"1702",5.5,277,22006,0,11900000,3e+07
"1703",2.7,70,1100,0,9353573,4.5e+07
"1704",6.4,419,1643,2,12026670,4.5e+07
"1705",4.8,6,23352,1,14334645,2.5e+07
"1706",6.1,3,842,0,12189514,2.3e+07
"1707",4.8,6,5393,0,10134754,3e+07
"1708",7,529,11519,3,8535575,3e+07
"1712",5.6,65,5706,3,19316646,3e+07
"1713",6.1,29,1297,2,10965209,3e+07
"1714",7.9,380,32930,3,26830000,1.8e+07
"1716",6.5,76,4253,2,10880926,3e+07
"1717",7.1,53,16252,3,3752725,1.8e+07
"1722",4.8,23,4473,4,480314,2.1e+07
"1723",7.5,181,22516,0,3904982,3e+07
"1727",6.8,395,19620,1,537580,3e+07
"1735",6.5,0,13159,8,183436380,2.9e+07
"1736",7.9,446,1383,0,119518352,2.8e+07
"1738",6.4,0,5404,3,37036404,3e+07
"1740",7.7,2000,6161,1,18593156,3.5e+07
"1743",5.3,265,23562,1,63034755,2.9e+07
"1745",6.9,759,17873,4,4554569,2.8e+07
"1747",7.1,11,5085,0,6301131,2.9e+07
"1748",8,63,52970,0,217350219,2.8e+07
"1749",7.9,473,2702,0,161029270,2.8e+07
"1750",7.6,14000,11898,2,179870271,2.8e+07
"1751",5.9,5,3438,0,100491683,2.4e+07
"1752",6.3,93,17109,0,74058698,6e+07
"1754",6.4,0,46186,1,55845943,2.9e+07
"1755",8.2,323,40585,0,81350242,2.8e+07
"1757",7.8,285,57308,4,70235322,2.8e+07
"1758",6.7,0,1500,12,7443007,3e+07
"1759",7.5,149,1845,0,64371181,2.8e+07
"1760",7.4,0,10438,0,58885635,2.6e+07
"1763",7.6,0,14609,1,52353636,2.1e+07
"1764",7.3,446,3969,0,51475962,3e+07
"1765",6.6,226,35694,2,63910583,2.8e+07
"1767",6.9,23,37,0,49968653,2.8e+07
"1770",6.7,529,1554,0,71346930,2.8e+07
"1771",6.7,197,1275,0,39514713,2.8e+07
"1772",6.3,96,3497,2,43097652,2.8e+07
"1775",4.9,71,23344,0,33000377,2.8e+07
"1776",6.2,44,47677,6,66950483,2.8e+07
"1778",8.2,0,13877,2,27000000,2.8e+07
"1779",6.9,105,16125,1,31600000,2.8e+07
"1780",6.2,368,1286,0,30688364,2.8e+07
"1781",6.9,115,3681,4,28563179,2.1e+07
"1782",4.8,710,1805,2,16779636,2.8e+07
"1784",5.3,80,3211,3,17324744,2.8e+07
"1786",5.4,32,3436,4,24268828,2.8e+07
"1787",5.4,23,5535,3,8119205,2.8e+07
"1788",4.9,0,28867,5,8434601,2.8e+07
"1789",6.1,234,3944,2,6998324,2.8e+07
"1790",5.8,23,4710,0,10907291,2.8e+07
"1791",7,17000,4,0,5532301,2.8e+07
"1793",6.6,65,19168,0,28751715,2.8e+07
"1797",7,0,12874,2,148734225,3e+07
"1798",7.4,415,1775,2,49185998,3e+07
"1799",5.3,92,3565,3,42168445,3.5e+07
"1802",6.8,151,50950,2,9664316,27500000
"1804",7.2,120,16230,0,74888996,3e+07
"1805",6,144,3845,4,69586544,2.7e+07
"1807",6.6,39,14322,1,60491560,2.7e+07
"1808",7.9,644,2566,1,54200000,2.7e+07
"1810",5.7,650,3389,4,30920167,2.5e+07
"1812",5.6,49,3313,0,31768374,2.7e+07
"1814",7.9,133,6341,0,21500000,2.7e+07
"1821",6,0,11969,4,10297897,2.7e+07
"1822",6.2,22,15790,1,13248477,2.7e+07
"1823",5.9,54,1721,0,8712564,2.7e+07
"1824",6.8,43,2495,0,7486906,2.7e+07
"1825",3.6,0,4311,5,38536376,2.7e+07
"1826",6.7,0,10894,1,41008532,2.7e+07
"1828",6.4,541,46022,1,4485485,1.5e+07
"1829",6.4,212,4186,0,4476235,2.7e+07
"1830",5.7,272,71973,1,1089365,2.5e+07
"1833",5.2,41,2954,1,20819129,2.6e+07
"1834",6.1,70,3984,2,110222438,2.6e+07
"1835",7.1,0,8341,1,109243478,2.6e+07
"1836",7.2,108,1690,0,100241322,2.5e+07
"1837",6.5,71,15428,0,25977365,2.8e+07
"1838",6,425,2403,4,91457688,2.6e+07
"1839",7,234,15590,3,87341380,2.7e+07
"1840",7,72,2747,1,65703412,2.6e+07
"1841",7.5,0,5458,0,58328680,2.2e+07
"1842",6.6,541,10493,5,61490000,2.6e+07
"1844",7.4,0,669,14,50800000,2.6e+07
"1845",6.5,0,1090,0,57859105,2.6e+07
"1846",6.2,160,3172,0,46455802,2.6e+07
"1848",5.2,124,3889,0,40168080,2.6e+07
"1849",6.5,0,13573,4,49874933,2.6e+07
"1850",6.5,80,28493,2,45489752,2.6e+07
"1851",5.2,906,3917,0,36985501,2.6e+07
"1852",7.2,759,1154,4,33200000,2.6e+07
"1853",7.1,260,42473,0,28501651,2.6e+07
"1854",4.5,8,3742,4,23222861,2.6e+07
"1855",5.7,0,23456,15,54540525,5.6e+07
"1857",6.4,160,2356,1,16005978,2.6e+07
"1858",5.2,80,2466,2,14469428,2.6e+07
"1860",6.1,30,2228,3,1075288,2.2e+07
"1862",6.8,11000,12534,0,7496522,2.6e+07
"1864",5.2,0,616,1,20047715,25530000
"1865",6.5,763,17847,0,12276810,2.6e+07
"1867",7.1,0,705,0,499263,3e+07
"1868",6.9,0,52201,5,219200000,2.5e+07
"1869",8,272,12285,3,172825435,2.5e+07
"1870",8.2,16000,17347,0,148085755,3.3e+07
"1871",6.4,0,4264,1,25517500,25100000
"1873",6.7,97,3197,0,26761283,2.6e+07
"1874",6.1,81,2551,0,121945720,2.5e+07
"1875",8.9,14000,15233,0,96067179,2.2e+07
"1876",8.1,150,23227,2,169705587,2.5e+07
"1877",6.2,386,36337,1,3254172,2.8e+07
"1878",4.9,67,7800,0,84185387,8e+07
"1880",5.8,31,4692,0,82163317,3e+07
"1882",6,8,2251,0,80920948,3e+07
"1883",7,198,3958,0,80034302,2.5e+07
"1884",6,34,2501,0,78656813,2.5e+07
"1885",7.9,0,22767,1,76270454,2.5e+07
"1886",8.1,1000,4738,0,74273505,2.5e+07
"1887",6.2,167,2394,1,134141530,2.5e+07
"1890",4.6,0,3500,2,89808372,4.5e+07
"1891",6.1,99,5740,5,77264926,2.5e+07
"1892",6.2,425,22739,1,70625986,2.5e+07
"1893",7.8,170,4453,0,56505065,2.5e+07
"1894",6.1,43,9082,1,55973336,2.5e+07
"1897",6.5,96,1852,0,60443237,2.5e+07
"1898",7.2,47,28071,3,82234139,1.7e+07
"1899",7.8,395,58823,1,51676606,2.5e+07
"1900",4.7,0,3202,0,52528330,2.5e+07
"1901",6.8,248,16606,1,51533608,2.5e+07
"1902",5.9,21,23328,0,51097664,3e+07
"1903",7.2,285,656730,5,84136909,2.6e+07
"1904",8.7,17000,24783,3,46836394,2.5e+07
"1905",5,91,3037,3,47285499,2.6e+07
"1906",6.6,52,17278,0,47124400,2.5e+07
"1907",8.3,0,16464,0,44700000,2.5e+07
"1908",6.7,176,2457,2,44455658,2.5e+07
"1910",6.5,175,26625,3,66489425,2.5e+07
"1911",6.1,420,2530,2,41067398,2.5e+07
"1912",8.1,0,533,0,40218903,2.5e+07
"1913",5.2,0,2908,0,39880476,2.5e+07
"1914",5.6,0,3017,0,39399750,2.5e+07
"1915",5.8,92,3001,3,38230435,2.5e+07
"1916",6.6,42,6862,0,39008741,2.5e+07
"1918",5.5,29,18789,1,48237389,2.5e+07
"1920",7,44,6393,0,36447959,2.5e+07
"1922",5.8,29,16400,1,35990505,2e+07
"1923",5.6,108,1340,0,35143332,1.7e+07
"1924",5.6,7,2822,1,35000629,2.5e+07
"1925",5.8,43,6867,2,34604054,3e+07
"1926",7.6,335,12624,3,41597830,2.5e+07
"1927",6.4,99,20109,0,33687630,2e+07
"1929",4.6,27,2730,0,31526393,2.5e+07
"1931",7.5,59,50927,0,31655091,3e+07
"1937",3.5,82,4378,0,25615792,2.5e+07
"1938",9.3,0,13495,0,28341469,2.5e+07
"1940",6.9,101,16937,2,24944213,2.7e+07
"1941",6,81,3784,1,33631221,2.5e+07
"1942",7.3,53,39690,3,37738400,2.5e+07
"1944",6.6,13,1095,3,21835784,3e+07
"1946",6.9,0,37315,0,21554585,2.5e+07
"1947",6.8,19,52122,3,22200000,2.5e+07
"1950",6.4,41,12841,1,23527955,2.5e+07
"1951",5.6,24,3744,1,24042490,2.5e+07
"1952",6.3,5,33565,0,22466994,2.5e+07
"1953",7.3,0,11994,0,17791031,2.5e+07
"1954",6.6,17,14180,5,17718223,2.5e+07
"1956",5.1,176,4431,1,16647384,2.6e+07
"1957",5.6,21,3067,0,16118077,2.5e+07
"1960",5.6,219,2466,1,15045676,1.6e+07
"1961",5.9,27,1749,0,17427926,8e+06
"1962",4.7,154,2498,1,14983572,2.5e+07
"1963",4.8,0,2537,2,14637490,2.5e+07
"1964",6.8,42,911,2,14589444,2.5e+07
"1965",5.4,17,1634,1,14095303,2.5e+07
"1966",5.1,54,3065,1,13973532,2.5e+07
"1969",4,160,4952,0,18860403,2.5e+07
"1970",7.3,317,1282,1,13038660,2.5e+07
"1971",6.8,425,3757,1,28831145,2.5e+07
"1974",7,0,21163,0,11538204,2.5e+07
"1975",7.1,308,16651,0,11008432,2.5e+07
"1977",7.3,0,896,1,11100000,2.5e+07
"1979",8.2,149,29692,1,13651662,2.5e+07
"1981",7.7,33,2107,0,10769960,2.5e+07
"1982",6.5,108,43560,2,10911750,2.5e+07
"1983",4.9,79,28987,3,10719367,2.5e+07
"1984",6.4,57,582,0,10114315,2.5e+07
"1985",5.9,30,2348,0,49122319,1.4e+07
"1986",6.2,121,5023,3,10070000,2.5e+07
"1987",5.8,37,11431,1,10324441,2.5e+07
"1988",6.7,529,1134,0,7156933,2.5e+07
"1989",5.9,22,583,1,9286314,1.7e+07
"1990",7.3,214,23566,2,56692,2.5e+07
"1992",4.1,32,2165,3,5654777,2.5e+07
"1993",4.9,6,2413,2,5516708,2.5e+07
"1996",5.2,54,9662,0,4064333,2.5e+07
"1997",4.1,2,4990,7,4006906,1.5e+07
"1999",2.9,892,2930,2,1550000,2.5e+07
"2003",7.2,162,4351,0,777423,2.5e+07
"2006",6.7,0,13809,2,1697956,2e+07
"2009",5.7,138,3204,9,134904,2.5e+07
"2012",5.3,0,27797,4,16969390,2.5e+07
"2017",7.7,350,35501,2,34700000,1.4e+07
"2019",7.3,12000,15449,5,109713132,2.5e+07
"2020",7.2,13000,15111,0,70269171,2.4e+07
"2021",5.3,19,3962,1,28772222,1.05e+08
"2022",6.1,0,2321,5,101334374,2.4e+07
"2023",5.8,149,21414,0,1512815,2.5e+07
"2024",5.7,167,4830,8,65182182,2.4e+07
"2025",6.7,36,17582,4,57262492,2.4e+07
"2026",6.5,71,1962,0,80000000,8200000
"2027",7.2,480,10325,4,74608545,2.4e+07
"2028",7.6,0,12947,1,41895491,2.4e+07
"2029",4.6,41,49847,2,39989008,2.4e+07
"2030",6.9,597,3946,1,32662299,2.4e+07
"2031",6.6,0,638,7,31452765,2.4e+07
"2033",6.2,293,32474,0,32416109,2.5e+07
"2034",5.3,269,2557,2,20218,2.4e+07
"2035",7.3,446,13433,0,28871190,2.4e+07
"2036",5.6,126,4681,1,16964743,2.4e+07
"2037",6.2,25,3243,0,16290976,2.4e+07
"2038",5.2,0,1458,0,13000000,2.4e+07
"2039",5.3,48,4971,1,12372410,2.4e+07
"2040",5.4,41,1523,0,8427204,2.4e+07
"2041",4.9,41,5470,0,9639242,2.4e+07
"2042",5.5,192,5737,0,25003072,2.4e+07
"2043",6.7,18000,23689,1,6144806,2.3e+07
"2044",3.9,9,24436,2,4308981,2.4e+07
"2047",6.5,88,14699,1,23225911,2.4e+07
"2049",7.7,181,28011,4,75590286,23600000
"2051",6.1,153,13823,0,161487252,2e+07
"2052",8.8,883,12643,0,290158751,1.8e+07
"2053",6.8,0,11013,0,65807024,1.9e+07
"2054",6.8,119,3847,6,86930411,2.3e+07
"2055",6.7,70,3345,1,53302314,2.3e+07
"2056",7.1,0,57077,1,40962534,12500000
"2057",7.1,123,16196,0,39235088,2.3e+07
"2058",6.1,956,20798,3,27338033,2.3e+07
"2059",8,0,19359,1,25556065,2.3e+07
"2061",6.6,131,23242,2,21973182,2.3e+07
"2063",6.1,61,22040,2,18653615,2.3e+07
"2064",6.1,3,829,0,12189514,2.3e+07
"2065",5.6,12,1509,4,13019253,2.3e+07
"2067",2.8,114,2355,0,20763013,2.3e+07
"2068",6.7,4,63194,2,12782508,2.3e+07
"2069",5.1,258,2453,2,11508423,2.3e+07
"2071",6,23,3671,2,7434726,2.3e+07
"2077",6.2,300,1618,2,16123851,2.3e+07
"2079",6.8,101,214,0,71975611,2.5e+07
"2080",7.1,0,2936,2,38119483,22700000
"2082",7,109,3100,0,217631306,2.2e+07
"2083",7.1,101,4664,1,176483808,2.3e+07
"2084",6.4,11,2790,0,144833357,2.2e+07
"2085",7,102,6657,0,75597042,2e+07
"2086",6.2,99,15170,0,90636983,2.2e+07
"2087",7.5,16000,27237,0,70960517,3.5e+07
"2088",4.8,42,1203,1,55762229,2.2e+07
"2090",7.3,529,1484,3,54235441,2.2e+07
"2091",5.8,34,1725,0,50728000,2.2e+07
"2092",7.6,24,3152,0,40270895,2.2e+07
"2093",5.6,25,775,1,59696176,2.2e+07
"2095",6.6,101,2019,2,36020063,2.2e+07
"2096",6.5,0,16031,1,33313582,2.1e+07
"2098",4.6,2,1729,0,22264487,2.2e+07
"2099",6.4,31,1006,10,30659817,2.6e+07
"2100",6,118,12876,2,5773519,4e+07
"2102",5.9,221,664,1,19351569,2.2e+07
"2103",6.4,42,3153,2,49002815,2.2e+07
"2104",6.6,0,5386,0,19283782,2.2e+07
"2105",6.9,0,11632,5,30059386,2.2e+07
"2106",6.9,0,34838,1,35799026,1.26e+08
"2107",5.8,12,4239,1,17951431,3e+07
"2110",6.5,39,39989,1,19783777,2.2e+07
"2112",6.7,737,8094,11,12784713,2.2e+07
"2113",3.9,87,3148,0,10696210,23500000
"2114",4.1,53,4221,0,5974653,2.2e+07
"2115",6.2,688,788,2,5000000,2.5e+07
"2116",3.8,37,5568,0,9694105,2.2e+07
"2121",6.1,21,15922,5,13746550,2e+06
"2122",5.8,144,2453,3,20668843,2.2e+07
"2125",5.4,43,37766,1,1796024,2.2e+07
"2127",6.8,108,24134,0,11326836,2.2e+07
"2128",7.3,209,3284,0,49024969,2.5e+07
"2129",6.5,88,4629,3,22294341,21500000
"2130",7.2,89,13576,1,24362501,21500000
"2132",6.3,11000,1205,0,16684352,1.7e+07
"2133",5.9,16000,16805,1,46700000,2.1e+07
"2134",7.8,406,3003,1,52008288,2.1e+07
"2135",7.4,0,24324,0,8579684,9e+06
"2136",4.8,8,1254,0,42660000,1.7e+07
"2137",6.3,48,18630,3,40219708,2.1e+07
"2138",7.8,737,72115,0,132088910,2.1e+07
"2142",6.6,65,4089,1,24848292,2e+07
"2143",4.6,52,3162,1,17757087,2.1e+07
"2145",7.1,0,1997,2,9430988,1.7e+07
"2146",6.1,0,6212,1,16284360,2.1e+07
"2147",6.7,52,16692,3,6830957,2.1e+07
"2149",5.8,18,1562,1,15593,2.1e+07
"2150",6.7,0,34705,0,958319,2.1e+07
"2151",5.8,19,3688,2,69700000,3.5e+07
"2153",8.5,14000,12906,1,242374454,1.8e+07
"2154",6.6,0,7860,2,173585516,1.8e+07
"2155",7.7,14000,1591,0,128300000,19400870
"2156",4.7,2,19952,0,20259297,2e+07
"2157",6.4,12000,4121,1,153665036,2.8e+07
"2158",5.5,163,2505,2,132541238,3.3e+07
"2159",8.6,438,13184,0,130727000,1.9e+07
"2160",7,122,4263,2,121697350,2e+07
"2161",7.1,79,1787,1,117224271,2e+07
"2162",5.7,82,1520,0,102922376,2e+07
"2163",3.7,67,4729,1,94497271,2e+07
"2164",7.5,0,9049,0,137387272,2e+07
"2165",4.6,32,3558,2,82301521,3.2e+07
"2166",4.9,265,2654,0,84518155,2e+07
"2167",6.9,154,2287,0,80050171,2e+07
"2168",7.1,0,4403,1,81257845,3.5e+07
"2169",5.8,545,3816,0,70360285,1.8e+07
"2170",7,118,679,0,12831121,3e+07
"2171",5.4,322,6313,4,69148997,3.7e+07
"2172",7.3,729,9578,0,82624961,2e+07
"2173",7.1,99,1293,0,67325559,2e+07
"2174",5.8,30,2341,1,62933793,2e+07
